pdb_id
3G6D
2HRK
1GRN
1DQJ
1M10
1FFW
3CPH
1B6C
1EZU
1FQJ
2JEL
1AY7
2UUY
3D5S
2A9K
2X9A
2OUL
1EAW
1XD3
1R6Q
1GPW
1AKJ
1DFJ
1FLE
1XQS
1LFD
2OOB
1MQ8
1BVN
2VIS
1PXV
1J2J
2I25
1KAC
1JTD
2O3B
2J0T
2BTF
1CLV
2SIC
1PVH
1KXQ
1JIW
1BVK
1WQ1
3DA7
3ZEU
1SYQ
2OMW
3WN7
6GUM
3G3B
1Y33
1C1Y
5AYS
1F47
3H8K
5M72
4W6Y
5VT9
4EIG
2YGG
3OJ2
4JE4
5MTM
5MN2
4KJY
2OMX
3ZRZ
4AFQ
1SV0
4XWJ
2P47
2KSO
4Z9K
4XKL
5J28
5XOC
3EQS
3P9W
6JB8
3ONW
5YIS
1U0S
3BZD
5VKL
2YQ7
1CSO
5IP4
3B08
2OMT
1AN1
3DVU
5XIU
4Y61
6JJW
5EP6
5ML9
6NE4
2VOH
5MTJ
5TDY
4NOO
5U4M
3HCT
1B3S
2P43
4BWQ
4DG4
2G45
5OYL
3GJ8
4YIQ
1SIB
2WY8
1T5Z
5YIP
4DID
3RBB
1VEU
3RZW
1B2U
2V8S
4AQE
3GJ5
5TVQ
4RJF
6FU9
1P69
3UYO
1X1X
1OP9
3DXE
1Y4D
3OJM
4PC0
1AVA
5G15
5EO9
4PW9
2W8B
1NF3
6SAK
4HRN
2VLP
3NCB
6UYU
3TL8
4U30
3FP6
6UYS
3C9A
2JJS
2GOX
2DVW
5AYR
1WRD
2SGP
4JW2
1X1W
3OAK
3K6G
4H5S
3QBQ
6MOE
2XZE
1TM7
4AYD
6J4O
4J2L
2X2D
3GJ7
5TL7
1ZVY
4MQV
5DC4
2WWK
1J7D
5H3J
4K5B
1SGP
5ELU
5AJJ
3KUC
1OHZ
2WWX
5ET1
6AAF
1TM4
5UUL
4K1R
1FSS
5NVM
4IU3
2B7C
4M0W
1S1Q
3MJH
6JB2
2CCL
3EBA
4C4P
4AOR
4MRT
1VET
4C2A
3HTU
2OMU
2A78
4ZW2
1SBN
1Y48
1UUZ
1SGE
1SGY
5YR0
2W80
6FBX
4OYD
2C7N
1Y3D
5IMK
5FVK
3U43
3D1M
4A94
3KJ0
2B10
4EQA
1LZW
3V1C
1EMV
5O2T
6B12
3GJ4
3GJ3
3ZU7
1T01
2P48
1TM3
6DWF
3WDG
2JJT
4GI3
2PSM
1Y3B
1B27
4APX
1X1Y
3WA0
3LNZ
2Z8V
1OEY
2G2U
5JZE
3QBT
1Y34
3VV2
1E6E
3EQY
6BX8
3D5R
6E3I
5V5I
2P1L
1TM1
1Y1K
6FUD
1M9E
6J9H
1ZC3
3QC8
4REY
4Q5U
6KBR
3GQI
5W3X
4MI8
3VPJ
5WUJ
4D0G
3SGB
5DJU
3DXD
3FPU
3DXC
4LGP
1VRK
1TMG
4W6X
3VUX
3VEP
3T04
3KNB
4EKD
6H46
6GFI
5V5G
3BTF
4EHQ
3M18
2OIN
1SGN
3FJU
3FXD
6ASR
1B2S
2I26
5H9B
1SMF
4YN0
3G9W
2J12
1TE1
6AKM
5MRV
1CT0
2SGQ
4Z80
5F5S
4ZI2
5EB1
4BQD
6F3Z
4K5A
4I0C
5G1X
4ZRK
2WP3
2NU4
5N48
3TSR
6FUB
4JS0
6S8S
2J8X
5XCO
3P92
5DJT
5JW9
6FHP
6DWH
2VLO
2C7M
5J4A
1X1U
3QQ8
1SGQ
2V5Q
3BS5
2NU2
3UL4
5IMM
3R85
1YCS
1LW6
5TZP
2D10
2VLQ
5KY4
2R9P
6IU7
3K2M
5TAR
4DM6
6NDZ
5INB
2P42
2OMZ
4MIT
4C7N
3N0P
3QHY
2WH6
1WQJ
5FZT
4NIQ
4ML7
3N4I
4LLO
1SGD
5WOS
2PTT
4UF1
4H6J
4BD9
5X4L
4AOQ
2VLN
3IXS
1CT2
2VAY
1KXV
4M5F
5VKO
3BK3
5GJK
1GUA
1T0P
2V3B
6BXC
3QHT
2F4M
4ETW
2B0Z
2P4A
3KJ2
3P95
4ZQU
2QHO
1RI8
2VIR
1CBW
1REW
4E6K
1DVF
1AK4
4O27
1XGT
4KRL
1Z7X
4JFF
1MLC
1CHO
4YFD
1MI5
1FCC
1XU1
1GCQ
1Z0K
1E96
1OPH
3F1P
2SNI
1R0R
1ZC4
4P3Y
4PZ6
4AYI
5MK0
5N88
4A49
4XXW
2V9T
6F0F
4CMM
5F5O
4NSO
4PAS
3MZG
3NCC
6F0G
6GHO
6ERE
4GN4
1Y3C
5JDS
1TO1
3UKZ
5HU3
4HEP
3BX1
1TAW
5E3E
4D0N
4A1S
1F3V
1PK1
6E3J
1G9I
4C4K
3L33
2TGP
4MP0
2UYZ
3KJ1
5V5H
1L0Y
1T63
4NL9
4M1L
2IYB
4LYL
4G01
5VMO
1LP1
3TZ1
2IY1
2Z8W
6IUA
3U82
2B11
5M2O
2NU1
1MXE
3K1R
1MCV
6K06
3TKL
1XG2
1Y4A
3KUD
3C4P
3GMW
5Y4R
1TA3
6HAR
5KY5
1TM5
1ZV5
5K39
2P45
3EJH
2XTT
6JHW
6NE2
2VOI
1UUG
4U32
3N06
1S0W
4DH2
1P6A
3C4O
5C67
3SZK
4HFK
2J1K
4L3E
2AK4
1PPF
1A22
1A3B
1ATN
1AVZ
1AXI
1BTH
1C9T
1CA0
1D6R
1DIT
1EFN
1F5R
1F7Z
1FAK
1FY8
1G5J
1GNG
1GXD
1H1V
1H59
1HCF
1HE8
1HQR
1HRT
1I2M
1I3O
1I4D
1I51
1IBR
1IHS
1JMO
1JSP
1K5D
1K93
1KXP
1L2W
1L8C
1LJ2
1LM8
1LQB
1LX5
1M1E
1M5N
1MTN
1MZW
1NL0
1NVU
1NW9
1NYS
1NYU
1OC0
1OZS
1P0S
1P22
1P9D
1P9M
1PJM
1PPE
1Q68
1Q69
1QFW
1QUR
1R8U
1S4Y
1SHZ
1SY6
1T44
1TH1
1TY4
1U7F
1U7V
1UAD
1UEL
1UL1
1US7
1V18
1VG0
1WA7
1XDT
1XT9
1XWD
1YK0
1YK1
1YRT
1YRU
1YX5
1YX6
1Z5S
1ZE3
1ZJD
1ZR0
1ZSG
2AJF
2ARP
2AZE
2B4J
2BE6
2BQZ
2BYK
2BYM
2C0L
2C1M
2CMR
2D1K
2DD8
2DSP
2DSQ
2DSR
2EFD
